traget_word	sentence_a	span_a_strat	sentence_b	span_b_strat	True_label	pre_label	predict_probs
老	老闷在家看电视也没劲,还不如串门唠嗑呢!	0	同时,要以东部老油气区为重点,努力提高采收率,使油田开发水平再上新台阶。	7	0	0	[1.0, 7.674106905497524e-10]
活动	1998年元旦,全国各地开展丰富多彩的健身活动。	21	周总理这个非常明智的处理,为人民政协、民主党派在粉碎“四人帮”后恢复活动和开展工作奠定了基础。	34	0	1	[0.0008535567321814597, 0.9991464614868164]
走	前不久,笔者利用到河北某县乡下走亲戚的机会做了一次社会调查,发现目前农村中的浮夸风比较严重。	15	正当中国文艺园地阳光明媚、百花盛开之际,孙禹走来了,重返中国歌剧界。	22	0	1	[0.052802104502916336, 0.9471978545188904]
少	去年全球共发生了17次大地震,比1996年的21次要少,也低于近年来每年20次的平均数。	26	而恰恰值得忧虑的是,在已经没有战火硝烟,处处歌舞升平的今天,一些人已渐渐淡忘了过去血与火的斗争岁月;“生活在蜜罐里”的青少年,更是对百年来我们民族的深重苦难和中国革命战争的艰难历程所知甚少。	60	1	1	[8.83322502778514e-30, 1.0]
包	她进货也从不雇人背包,总是自己把沉甸甸的大包从市场背上火车,下了火车,再背回家里。	9	时近正午,这里才卖出5包化肥。	11	1	1	[1.2303771654842421e-06, 0.9999988079071045]
少	这又使我想到现在看一些画家的作品为何少了这样一份感动。	18	科威特的治安很好,逗留期间,很少听说刑事犯罪事件,也没有美国那不时可闻的警笛声,偷盗案件几乎绝迹。	15	0	0	[0.9999791383743286, 2.0805753592867404e-05]
材料	苦恼之际,他突然发现县委书记向在远密谋收集地委书记宋秋山的材料,关隐达果断向宋秋山告密,把自己同宋秋山捆在一起,从而击败对手地区专员。	29	本报布宜诺斯艾利斯1月9日电记者兰才基报道:据阿根廷经济部门日前公布的材料,1997年阿根廷经济增长率近8%,居拉美各国之首,年通货膨胀率为0.5%,从而实现了高增长、低通胀目标。	35	1	1	[4.4761804019799456e-05, 0.9999551773071289]
运动	日本在五六十年代就曾开展了消除坏书运动。	17	新华社新德里5月26日电(记者白景山)据印度报业托拉斯今天报道,一些印度科学家正筹划一场反核运动,以阻止印度建设核武库。	46	1	1	[0.00025325294700451195, 0.9997467398643494]
路	“尹稼坞村离宝鸡60多公里路,你们来这里上班不嫌路远吗?	13	领导想安排另一名同志去当站长,面对水、电、路“三不通”的加油站,宁洪虎自告奋勇:“我退伍后还没给公司作多少贡献。	21	0	0	[1.0, 1.5537036853047842e-40]
地方	访问挪威期间,见过许多驰名的建筑,但我们认为,最有挪威民族特色、最能体现挪威人崇尚大自然性情的建筑,莫过于这汪洋中的小木屋,这遍布挪威许多地方的小木屋。	69	在一些地方,如此反差持续多年不见改变。	3	1	1	[0.01548935379832983, 0.9845106601715088]
包	冯先生则委托其夫人李德全先带上结婚戒指,而后拿上一百块银元用纸包好前往。	31	下车后,他扛起40公斤重的化肥包,爬了2.5公里长的山坡。	15	0	0	[1.0, 7.817029142043186e-12]
活动	现在,麋鹿、行人、各类家畜都可以随时自由进入保护区,造成区内经常只有半数麋鹿活动,其余很多时间出没在保护区附近的小河口镇境内,不仅给周边群众的生产、生活造成了不便,而且麋鹿保护的自然环境也受到严重影响,保护区实在难以起到保护作用。	38	该项工程不但技术复杂,而且施工难度很大,其中的防洪大坝,建有65个高30米至40米、重量为1·8万吨的坝墩,并安装了62个巨型活动钢板闸门。	63	0	0	[1.0, 7.11485856124891e-14]
走	但分析家认为,现在论断股市已走出谷底还为时尚早。	14	1972年,年已三十的薛凤尤去安徽办事,遵母吩咐顺路经坞乡集寻找姐姐,只得了个“你姐已于土改那年跟亳县拉煤的马车走了”的消息。	56	1	1	[0.10880790650844574, 0.8911921381950378]
少	新当选的农业部长讲,去年因干旱,东北粮垦区少收了四十亿公斤粮食。	21	仅此一项,哈医大二院每年要少收入110多万元。	13	1	1	[3.4106243762370425e-13, 1.0]
走	1996年春天,300多只野鸭飞到通化市区附近的一条河流上,市林业公安局的民警日夜在江边守护巡逻,直到半个多月后“客人”安全飞走。	63	坐在车上的一位老太太忙说:“不会停,不会停,俺每年走闺女家,都是这辆‘雷锋车’来接俺。	25	0	0	[1.0, 2.3660124598435645e-30]
老	因此,我们不能用过去搞计划经济的老观念、老办法来对待这些新矛盾、新问题。	16	为了推广、传播世界歌剧名作和当代中国歌剧新作,培养高水平歌剧人才,周小燕于1988年在上海音乐学院创立了“周小燕歌剧中心”,和一些老艺术家精心培训来自全国各地的声乐人才。	65	0	0	[0.9999868869781494, 1.3097296687192284e-05]
没有	上午我们这一路的检查结果并不令人鼓舞:检查了三户没有一户合格,要么质量上以次充好,要么分量上缺斤短两。	24	我在一家不算大的机关供职,也挂了个“长”字,如果按官职序列排位,没有再比我还小的官了。	32	1	1	[0.0007220723782666028, 0.9992778897285461]
运动	在群众生活最困难的时候,区党委、行署和太岳纵队发起了节约运动,如沁源县的机关干部一月节食一日,有的部队主动把口粮每人每日减少二两,节约下来的粮食救济困难群众。	28	霍金由于患有运动神经元疾病身体瘫痪而不能说话,只能坐在轮椅上通过电脑语音合成器讲话。	6	0	1	[2.3711048925179057e-05, 0.9999762773513794]
包	附记:“抓斗大王”包起帆担任经理已有一年半的时间了。	9	图⑥苗家香茗敬亲人(包旭东摄)	10	1	0	[0.7676647901535034, 0.23233523964881897]
走	几个人正急得跳脚,这时,一位热心的大嫂走过来,拐弯抹角穿过几条巷道,把我们领到了火车站。	19	实现我国的三步走发展战略,实现提高人民物质和文化生活水平的根本宗旨,一方面需要安定团结的国内政局,另一方面需要和平的国际环境,特别是良好的周边环境。	7	0	0	[1.0, 5.8382582556256336e-27]
日子	空虚的生活宛如野渡的一叶孤舟,随波逐流;无聊的日子恰似山巅的一片枯叶,随风飘荡。	23	年轻的乡长赵志刚向朱运宽介绍说,三台山乡这些年来粮食年年丰收,通了电,通了水,日子越过越好,希望老知青们今后多回来走走看看,帮助发展。	39	1	0	[1.0, 5.578490889167863e-14]
材料	为此,他们在中国南方成立了鞋业开发中心,聘请台湾专家主理;在产品材料方面,同美国杜邦公司和韩国的研究机构建立了稳定的合作关系;一个全国最大规模的现代化服装开发中心正在筹建当中。	32	为了使越南人民了解中国,胡志明付出巨大心血,广泛搜集材料。	26	0	1	[3.4367530522827483e-12, 1.0]
日子	尽管现在出版社不少,有的日子也很红火,但并不意味着都达到了一定的出版境界,关键是要看选题是否有较高的立意和所出图书有无规模,只有下功夫将某类书出版的文章做透,达到质高量足的地步,才能显露出鲜明独特的风格,达到高远的出版境界,才能在激烈的竞争中立于不败之地。	12	仲秋一个明朗清新的日子,我们几个中国人有幸得以瞻仰斯莫尔尼宫的容颜。	9	0	1	[0.0007193043129518628, 0.9992807507514954]
材料	《简明版》的知识体系以《中国大百科全书》第一版为基础,删除了第一版各卷中重复、交叉、过专、过僻的条目,归并了散见在各卷中从不同角度阐述的、属于同一主题的条目,增补了第一版欠缺的知识总论、国家、能源、材料、信息、旅游、民俗以及服饰、烹饪、家政等方面的条目,补入了第一版问世后出现的新知识,更新了第一版的资料和数据。	99	北京华通包装材料公司推出HTA—1型和2型纸浆模塑生产线,这套生产线由制浆、成型、裁边、消毒、包装等系统组成,日产10万只快餐纸盒、30万只方便面碗,所生产的纸制餐具均采用无毒无味的原浆,经科学配制、模压成型。	6	1	1	[5.030923677651344e-09, 1.0]
老	成都、兰州、北京、沈阳军区等单位的一些部队联系驻守在艰苦地区的实际,教育干部战士自觉发扬“延安精神”、“老西藏精神”和“老高原精神”,以艰苦为荣,以部队为家,在改革中的利益调整面前顾大局、讲奉献。	52	宾主就中老两国的友好关系及加强两国间的合作与交流进行了广泛的交谈。	4	0	1	[6.411108643078478e-06, 0.9999935626983643]
把握	设计师武学伟在加盟天津应大公司之后,其设计作品更添几分豪爽和大气,从两年前“兄弟杯”金奖《剪纸儿》中所表现出来的技巧和轻灵中,逐渐显示其对面料、色彩、款式的把握的淋漓尽致,具流畅自如的风范。	78	说实话,我连烧开水也没把握。	11	0	1	[0.004741690121591091, 0.9952582716941833]
包	面对出席北京市纪检监察工作会议的1000多位区县局级领导和纪检干部,贾庆林说:目前在一些领导班子中间,批评与自我批评开展不起来,班子成员之间很少有坦诚的思想交流,有的甚至“好人主义”盛行,发生了问题,内部相互包着,既不去认真解决,也不向上级报告。	104	为节省开支我亲自动手设计了车辆样式,把六辆普通三轮车加宽加长,并用色彩艳丽的皮革搭起半封闭的车篷,车厢内包上了软座,铺上了地毯,四周贴上卡通画,挂上了悦耳动听的风铃。	52	1	1	[5.9846803068808185e-09, 1.0]
日子	一九九○年开始,保将这一日子定为国庆节,原国庆节九月九日改为反法西斯胜利日。	12	仲秋一个明朗清新的日子,我们几个中国人有幸得以瞻仰斯莫尔尼宫的容颜。	9	1	0	[0.9978262782096863, 0.0021737536881119013]
穿	战后两德分治,柏林一分为二,柏林墙穿此而过,除一片葡萄酒馆外,这里几乎只见荒烟蔓草。	17	94万亩梯田,“沙棘戴梁峁,梯田绕山腰,林草穿沟底”,种上了地膜玉米、小麦,点上了整薯坑种洋芋,建起了田间水窖,长出了林果、青菜。	22	1	0	[1.0, 3.2377651095156e-33]
活动	海洋覆盖着地球表面71%的面积,它既是生命的摇篮和人类活动的重要场所,也是大气循环和天气气候变化的主要动力之源。	27	此后台湾一些政要就到处活动,想利用这个时机捞取一些实惠,并且达到他们的政治目的。	11	0	0	[1.0, 1.3961810088050294e-14]
钱	本报比勒陀利亚12月30日电中国国务院副总理兼外交部长钱其琛和南非外交部长恩佐30日在这里举行记者招待会,分别阐述了两国关于中南关系正常化和台湾问题的立场。	27	据新华社北京1月6日电(记者方瑾)国务院副总理钱其琛今天下午在北京钓鱼台国宾馆会见了来京访问的香港特别行政区政务司司长陈方安生。	23	1	0	[1.0, 0.0]
起来	这样一『疏导』,使合法广告有处可贴,随处乱贴的『野广告』销声匿迹,使美丽的港城烟台重新亮丽起来。	45	我们经过,他们热情邀请,入乡随俗,也蹲着吃起来。	21	0	1	[4.1841310528982184e-19, 1.0]
分子	他们说,只要掌握了任意打开和关闭这种基因的分子开关,人们就能够延长农作物的生长期从而增加产量。	21	宋子文、宋美龄到西安,12月23日与周恩来、张学良、杨虎城谈判改组南京政府,排逐亲日派,加入抗日分子,宋子文提出驱除亲日分子名单,推荐孔祥熙任院长,宋子文为副院长,及各部部长。	48	0	1	[1.1345157601458204e-14, 1.0]
日子	今年春节后,北图受新闻媒介的推动,宣布“全年候”开馆服务,原来闭馆的周六,顿时成为一周中来馆读者最多的日子。	51	没想到到这个月发工资那日,厂长却说钱没提到,要等些日子。	25	0	1	[5.353371435035115e-08, 1.0]
运动	科威特政府以此为契机掀起了一个宣传教育、打击毒品犯罪、维护国家安全的全国性运动。	37	它利用电子高速运动产生的隧道作用,使电子突破在经典物理学中无法逾越的能量界限,来实现晶体管的开关效应,并可以用特定频率的光来进行开关控制。	7	0	1	[4.326771886553615e-05, 0.9999567270278931]
